show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s530,TV Show,Sample Title 530,,"Olu Tanaka, Sofia Chen, Wei Chen",United States,"May 22, 2008",1978,TV-MA,2 Seasons,"Kids' TV, TV Dramas, Crime TV Shows",A sample description for demonstration purposes.
s531,Movie,Sample Title 531,,"Wei Brown, Hana Sharma, John Adeyemi",United States,"January 13, 2017",2012,G,135 min,"Horror Movies, Dramas, Action & Adventure",A sample description for demonstration purposes.
s532,Movie,Sample Title 532,Maria Silva,"Alex Novak, John Sharma, Olu Sato",United States,2008-09-23,1967,NR,160 min,"Cult Movies, Dramas, Independent Movies",A sample description for demonstration purposes.
s533,Movie,Sample Title 533,Emma Tanaka,"Diego Silva, Maria Smith",Egypt,2008-07-26,1965,G,59 min,"Music & Musicals, Children & Family Movies",A sample description for demonstration purposes.
s534,Movie,Sample Title 534,Emma Sato,"Maria Jones, Tom Sharma",United States,2008-06-18,1965,TV-PG,113 min,Stand-Up Comedy,A sample description for demonstration purposes.
s535,Movie,Sample Title 535,Priya Kim,"John Kim, Diego Khan, Ahmed Sharma",Spain,12/11/2008,1972,R,146 min,"Music & Musicals, Independent Movies, Cult Movies",A sample description for demonstration purposes.
s536,Movie,Sample Title 536,Maria Patel,"Yuki Patel, Alex Patel, Diego Jones, Wei Garcia",United Kingdom,2014-04-12,2007,R,147 min,"Independent Movies, Comedies",A sample description for demonstration purposes.
s537,Movie,Sample Title 537,Priya Garcia,"Liam Adeyemi, John Chen, Diego Novak, Alex Khan",United States,"April 04, 2008",1958,G,74 min,"Action & Adventure, Horror Movies, Classic Movies",A sample description for demonstration purposes.
s538,Movie,Sample Title 538,,"John Chen, Wei Chen, Diego Novak, Diego Tanaka",United States,1/2/2008,1966,TV-MA,170 min,Documentaries,A sample description for demonstration purposes.
s539,Movie,Sample Title 539,,"Hana Novak, Raj Sharma, Liam Lee, Ahmed Novak",India,,2007,R,53 min,"Anime Series, Horror Movies",A sample description for demonstration purposes.
s540,TV Show,Sample Title 540,,"Raj Kim, Liam Sharma, Tom Chen",Egypt,2008-05-27,1979,TV-Y7,8 Seasons,Kids' TV,A sample description for demonstration purposes.
s541,Movie,Sample Title 541,Priya Lee,,United Kingdom,"May 10, 2011",2011,PG,61 min,Music & Musicals,A sample description for demonstration purposes.
s542,TV Show,Sample Title 542,,"Maria Lopez, Priya Smith, Olu Patel, Liam Jones",Japan,7/6/2008,2004,TV-Y,9 Seasons,TV Dramas,A sample description for demonstration purposes.
s543,Movie,Sample Title 543,Diego Khan,"Tom Sharma, Olu Smith, Olu Silva",United States,"August 06, 2008",1989,TV-PG,84 min,"Documentaries, Romantic Movies",A sample description for demonstration purposes.
s544,Movie,Sample Title 544,Maria Adeyemi,"Ahmed Novak, Emma Patel, Hana Silva, Priya Lee, Wei Brown",United States,"November 21, 2008",1969,TV-PG,108 min,"Classic Movies, Anime Series",A sample description for demonstration purposes.
s545,TV Show,Sample Title 545,,"Nina Garcia, Hana Kim, Priya Kim, Liam Sato",United States,10/19/2021,2018,TV-PG,1 Season,"TV Comedies, British TV Shows, Kids' TV",A sample description for demonstration purposes.
s546,Movie,Sample Title 546,Liam Garcia,,India,"February 08, 2008",1954,PG,196 min,"Independent Movies, Action & Adventure",A sample description for demonstration purposes.
s547,TV Show,Sample Title 547,,"Priya Kim, Olu Tanaka, Priya Garcia, John Lopez",Spain,"March 19, 2021",2020,TV-PG,7 Seasons,"International TV Shows, TV Comedies, Crime TV Shows",A sample description for demonstration purposes.
s548,Movie,Sample Title 548,,"Diego Patel, Diego Tanaka",United States,2008-06-03,1945,NC-17,95 min,Independent Movies,A sample description for demonstration purposes.
s549,TV Show,Sample Title 549,,"Diego Lee, Priya Adeyemi, Emma Lopez",Japan,"August 10, 2008",1965,TV-PG,7 Seasons,Kids' TV,A sample description for demonstration purposes.
s550,TV Show,Sample Title 550,,"Diego Patel, Olu Lee, Yuki Novak, Hana Novak, Nina Smith",United States,2008-12-16,1973,TV-Y7,9 Seasons,"TV Dramas, TV Comedies, International TV Shows",A sample description for demonstration purposes.
s551,Movie,Sample Title 551,Wei Jones,"Nina Chen, Tom Patel, John Sharma, Nina Garcia",United States,"January 12, 2008",1977,PG,163 min,"Thrillers, International Movies",A sample description for demonstration purposes.
s552,Movie,Sample Title 552,Hana Khan,"Priya Chen, Priya Novak",United States,3/17/2008,1985,TV-14,80 min,"Stand-Up Comedy, Anime Series",A sample description for demonstration purposes.
s553,TV Show,Sample Title 553,,,India,3/5/2008,1997,TV-14,4 Seasons,"British TV Shows, TV Dramas, TV Comedies",A sample description for demonstration purposes.
s554,Movie,Sample Title 554,Liam Lee,"Yuki Adeyemi, Ahmed Jones, Priya Sato",United States,2008-05-23,1989,TV-PG,80 min,"Independent Movies, Comedies, Dramas",A sample description for demonstration purposes.
s555,TV Show,Sample Title 555,,"Wei Silva, Olu Novak, Wei Lee, Sofia Silva, Ahmed Sato",United States,"September 17, 2008",1956,TV-G,5 Seasons,"TV Dramas, TV Comedies",A sample description for demonstration purposes.
s556,Movie,Sample Title 556,Priya Garcia,"Tom Chen, Tom Jones, Sofia Lopez",Mexico,2019-12-21,2018,PG-13,146 min,Classic Movies,A sample description for demonstration purposes.
s557,Movie,Sample Title 557,,"Olu Novak, Nina Smith, Maria Lee",United States,"October 19, 2008",1976,TV-PG,43 min,"Action & Adventure, Thrillers, Romantic Movies",A sample description for demonstration purposes.
s558,Movie,Sample Title 558,,"Alex Smith, Liam Khan, John Kim, Emma Silva, Olu Sharma",United States,"December 05, 2008",1973,G,199 min,Anime Series,A sample description for demonstration purposes.
s559,Movie,Sample Title 559,Ahmed Lee,"Tom Adeyemi, Nina Lee, Priya Sato, Diego Sharma",United States,2008-08-07,1986,NR,41 min,"Thrillers, Music & Musicals",A sample description for demonstration purposes.
s560,TV Show,Sample Title 560,,"Liam Tanaka, Maria Adeyemi, Ahmed Khan",Nigeria,"September 25, 2008",1957,TV-MA,3 Seasons,Reality TV,A sample description for demonstration purposes.
s561,Movie,Sample Title 561,Maria Tanaka,,Japan,2/11/2008,1993,R,50 min,"Music & Musicals, Anime Series",A sample description for demonstration purposes.
s562,Movie,Sample Title 562,Emma Jones,"Diego Khan, Hana Sato, Sofia Garcia",United States,"December 01, 2008",1948,TV-MA,199 min,"Sports Movies, Children & Family Movies, Independent Movies",A sample description for demonstration purposes.
s563,Movie,Sample Title 563,,"Nina Garcia, Emma Lee, Yuki Sharma, Emma Patel, Raj Silva",India,3/14/2008,1947,G,127 min,Romantic Movies,A sample description for demonstration purposes.
s564,TV Show,Sample Title 564,,"Raj Lopez, Maria Garcia, Ahmed Khan",United States,2008-04-06,2004,TV-Y,10 Seasons,"Crime TV Shows, Kids' TV, International TV Shows",A sample description for demonstration purposes.
s565,Movie,Sample Title 565,John Khan,"Diego Patel, Liam Brown, Hana Jones, Maria Sato, Raj Garcia",United States,2008-10-06,1996,,121 min,"Dramas, Sports Movies",A sample description for demonstration purposes.
s566,Movie,Sample Title 566,Liam Lopez,"Ahmed Khan, Liam Chen, Priya Novak",United States,"June 14, 2008",1999,NC-17,100 min,"Action & Adventure, Sci-Fi & Fantasy",A sample description for demonstration purposes.
s567,TV Show,Sample Title 567,,"Olu Kim, Sofia Khan, John Lee",United States,"November 12, 2008",1989,TV-PG,5 Seasons,TV Dramas,A sample description for demonstration purposes.
s568,Movie,Sample Title 568,Hana Brown,"Tom Novak, Emma Khan, Liam Adeyemi, John Sato, Olu Brown",United States,"January 19, 2008",1990,NC-17,98 min,"Sports Movies, Sci-Fi & Fantasy, Cult Movies",A sample description for demonstration purposes.
s569,TV Show,Sample Title 569,,"Wei Sharma, Hana Lee, Nina Sharma, John Lopez",United States,2008-11-19,1959,TV-Y,7 Seasons,International TV Shows,A sample description for demonstration purposes.
s570,Movie,Sample Title 570,,"Olu Kim, Alex Patel, Alex Tanaka, Nina Tanaka",South Korea,7/18/2008,1946,R,63 min,"Music & Musicals, Independent Movies",A sample description for demonstration purposes.
s571,Movie,Sample Title 571,Emma Novak,,United States,"October 12, 2008",2005,TV-MA,190 min,"Stand-Up Comedy, Comedies, Sci-Fi & Fantasy",A sample description for demonstration purposes.
s572,TV Show,Sample Title 572,,"Wei Novak, Liam Sato, Diego Brown, Alex Novak, Yuki Sato",United States,"December 17, 2008",1953,TV-Y7,1 Season,"Reality TV, Kids' TV",A sample description for demonstration purposes.
s573,Movie,Sample Title 573,Emma Khan,,India,2008-01-11,1989,NC-17,150 min,Action & Adventure,A sample description for demonstration purposes.
s574,Movie,Sample Title 574,Emma Brown,"Raj Brown, Tom Jones, Maria Chen, Emma Garcia",United States,"June 13, 2008",1984,,169 min,"Children & Family Movies, International Movies, Romantic Movies",A sample description for demonstration purposes.
s575,TV Show,Sample Title 575,,,United States,"August 17, 2008",1976,TV-Y,6 Seasons,"British TV Shows, TV Comedies, TV Dramas",A sample description for demonstration purposes.
s576,TV Show,Sample Title 576,,"Emma Brown, Wei Lee, Olu Khan, Alex Brown, Olu Novak",United States,"April 08, 2008",1991,TV-Y7,6 Seasons,Crime TV Shows,A sample description for demonstration purposes.
s577,Movie,Sample Title 577,Alex Sharma,"Diego Silva, Wei Adeyemi, Hana Khan, Alex Novak, Priya Lee",United States,"June 17, 2008",1947,TV-PG,157 min,"Sci-Fi & Fantasy, Anime Series, Dramas",A sample description for demonstration purposes.
s578,TV Show,Sample Title 578,,"Liam Brown, Raj Silva",,"February 04, 2008",1953,TV-PG,3 Seasons,"Kids' TV, TV Comedies, British TV Shows",A sample description for demonstration purposes.
s579,Movie,Sample Title 579,Yuki Chen,"Wei Khan, Priya Lee, Raj Kim, Priya Brown, Ahmed Tanaka",France,2008-04-22,1972,TV-14,75 min,"Sci-Fi & Fantasy, Classic Movies",A sample description for demonstration purposes.
s580,TV Show,Sample Title 580,,"Hana Smith, Hana Chen, Wei Adeyemi, Alex Kim, Yuki Adeyemi",Turkey,10/10/2008,1980,TV-MA,7 Seasons,Kids' TV,A sample description for demonstration purposes.
s581,Movie,Sample Title 581,Alex Brown,,India,"July 23, 2008",1968,PG,117 min,"Stand-Up Comedy, Music & Musicals",A sample description for demonstration purposes.
s582,Movie,Sample Title 582,,"Tom Tanaka, Hana Sato, Ahmed Lee",India,2008-12-18,1969,R,145 min,Dramas,A sample description for demonstration purposes.
s583,Movie,Sample Title 583,Hana Jones,"Raj Kim, Raj Silva, Maria Novak, John Adeyemi",United States,2008-02-07,2002,TV-MA,64 min,International Movies,A sample description for demonstration purposes.
s584,Movie,Sample Title 584,Sofia Brown,,Mexico,"October 02, 2008",1997,TV-PG,139 min,"Horror Movies, Comedies, Romantic Movies",A sample description for demonstration purposes.
s585,Movie,Sample Title 585,Priya Lopez,"Hana Kim, Priya Khan, Yuki Smith, Hana Chen",United States,,2002,PG-13,60 min,Sci-Fi & Fantasy,A sample description for demonstration purposes.
s586,TV Show,Sample Title 586,,"Sofia Chen, Ahmed Chen",United Kingdom,"February 06, 2021",2018,TV-Y,4 Seasons,"Kids' TV, TV Dramas, British TV Shows",A sample description for demonstration purposes.
s587,Movie,Sample Title 587,Yuki Kim,"Diego Smith, Emma Patel, Hana Sharma",United States,2008-06-19,1977,TV-PG,78 min,"Anime Series, International Movies, Sci-Fi & Fantasy",A sample description for demonstration purposes.
s588,TV Show,Sample Title 588,,"Emma Brown, Olu Lopez, Priya Smith, Hana Smith, Maria Jones",United States,"November 13, 2008",1991,TV-G,3 Seasons,"Crime TV Shows, Kids' TV",A sample description for demonstration purposes.
s589,Movie,Sample Title 589,John Khan,"Alex Adeyemi, Alex Kim, Sofia Adeyemi, Diego Tanaka",United States,"March 04, 2008",1986,NC-17,75 min,Stand-Up Comedy,A sample description for demonstration purposes.
s590,TV Show,Sample Title 590,,"Wei Tanaka, Raj Silva",United States,"January 19, 2008",2005,TV-PG,1 Season,TV Comedies,A sample description for demonstration purposes.
s591,Movie,Sample Title 591,Olu Khan,"Emma Garcia, Wei Jones, Liam Jones, Sofia Smith, Emma Jones",United States,"November 27, 2008",1978,PG,57 min,"Stand-Up Comedy, Dramas",A sample description for demonstration purposes.
s592,Movie,Sample Title 592,Diego Brown,"Emma Jones, Priya Sharma, Sofia Kim, Nina Patel",South Korea,"September 24, 2008",1995,TV-MA,130 min,Action & Adventure,A sample description for demonstration purposes.
s593,Movie,Sample Title 593,Diego Khan,"Tom Garcia, Olu Adeyemi, Maria Lee, Maria Chen, Tom Brown",Canada,2008-03-06,1957,G,42 min,"Independent Movies, Horror Movies, Comedies",A sample description for demonstration purposes.
s594,Movie,Sample Title 594,Olu Tanaka,"Priya Adeyemi, Maria Sato, Ahmed Lopez, Raj Sharma",Turkey,"October 09, 2008",1958,PG-13,178 min,"International Movies, Sports Movies, Music & Musicals",A sample description for demonstration purposes.
s595,TV Show,Sample Title 595,,"Wei Silva, John Lee, Priya Khan, Emma Patel, Liam Jones",India,"May 17, 2008",1989,TV-PG,6 Seasons,International TV Shows,A sample description for demonstration purposes.
s596,TV Show,Sample Title 596,,"Liam Sharma, Liam Jones, Priya Jones, Diego Novak",Egypt,11/27/2012,2005,TV-G,9 Seasons,Kids' TV,A sample description for demonstration purposes.
s597,Movie,Sample Title 597,,"Maria Sato, Liam Brown",Turkey,10/20/2008,2003,TV-14,133 min,Romantic Movies,A sample description for demonstration purposes.
s598,Movie,Sample Title 598,,"Nina Adeyemi, Sofia Jones",United States,2008-01-16,1988,TV-PG,143 min,Sci-Fi & Fantasy,A sample description for demonstration purposes.
s599,TV Show,Sample Title 599,,"Liam Adeyemi, John Chen, Nina Smith",United States,10/22/2008,1962,TV-G,3 Seasons,"Kids' TV, Crime TV Shows, TV Dramas",A sample description for demonstration purposes.
s600,Movie,Sample Title 600,Yuki Tanaka,"John Sharma, Wei Smith, Alex Jones, Ahmed Smith",India,"November 11, 2008",1961,NC-17,135 min,"Sports Movies, Classic Movies, Action & Adventure",A sample description for demonstration purposes.
s601,Movie,Sample Title 601,,,India,2/20/2008,1971,,168 min,Sci-Fi & Fantasy,A sample description for demonstration purposes.
s602,TV Show,Sample Title 602,,"Priya Brown, Wei Lee, Sofia Sharma, John Garcia",United States,2008-04-22,1986,TV-14,8 Seasons,Kids' TV,A sample description for demonstration purposes.
s603,TV Show,Sample Title 603,,"Raj Lopez, Wei Brown, Wei Adeyemi",India,"May 10, 2019",2014,TV-MA,10 Seasons,"TV Dramas, Kids' TV, Reality TV",A sample description for demonstration purposes.
s604,Movie,Sample Title 604,Hana Tanaka,"Diego Silva, Tom Sharma, Ahmed Silva",United States,2018-03-24,2017,R,115 min,"Music & Musicals, Sci-Fi & Fantasy",A sample description for demonstration purposes.
s605,Movie,Sample Title 605,Priya Sato,"Wei Garcia, Wei Jones",India,12/17/2008,1966,,169 min,"Horror Movies, Anime Series, Cult Movies",A sample description for demonstration purposes.
s606,TV Show,Sample Title 606,,"Sofia Patel, Hana Jones, Hana Adeyemi, Alex Sato",,"June 05, 2008",1974,TV-PG,1 Season,"Kids' TV, Crime TV Shows",A sample description for demonstration purposes.
s607,TV Show,Sample Title 607,,"Yuki Sharma, Raj Khan, Tom Sharma, Raj Smith",Brazil,"July 18, 2008",1973,TV-MA,4 Seasons,Kids' TV,A sample description for demonstration purposes.
s608,Movie,Sample Title 608,Tom Sharma,"Diego Brown, Wei Novak, Tom Garcia, Alex Garcia, Ahmed Kim",United Kingdom,2008-03-25,1951,NR,86 min,"Sports Movies, Documentaries, Music & Musicals",A sample description for demonstration purposes.
s609,Movie,Sample Title 609,,"Yuki Smith, Hana Smith, Emma Silva, Raj Garcia, Raj Brown",Mexico,"December 04, 2008",1973,G,173 min,"Classic Movies, Sci-Fi & Fantasy, Dramas",A sample description for demonstration purposes.
s610,TV Show,Sample Title 610,,"Raj Brown, Wei Chen, Tom Adeyemi, Nina Khan, Yuki Sharma",United States,1/9/2008,1950,TV-MA,2 Seasons,"Reality TV, Crime TV Shows, British TV Shows",A sample description for demonstration purposes.
s611,Movie,Sample Title 611,Ahmed Brown,"Nina Lopez, Wei Smith, Nina Garcia, Priya Kim, Diego Lopez",India,1/10/2013,2008,NC-17,93 min,"Dramas, Children & Family Movies, Romantic Movies",A sample description for demonstration purposes.
s612,Movie,Sample Title 612,Wei Sharma,"Hana Patel, Tom Patel, Alex Tanaka, Raj Novak",Brazil,"June 27, 2008",1951,G,115 min,"Cult Movies, Thrillers, Sports Movies",A sample description for demonstration purposes.
s613,Movie,Sample Title 613,Hana Sato,"Priya Silva, Olu Kim, Sofia Sharma, Ahmed Silva",United States,2008-08-08,2005,TV-MA,97 min,"Sports Movies, Dramas, Children & Family Movies",A sample description for demonstration purposes.
s614,Movie,Sample Title 614,Diego Khan,"Liam Khan, John Lee",Spain,,2010,G,42 min,Comedies,A sample description for demonstration purposes.
s615,Movie,Sample Title 615,Tom Chen,"Tom Silva, Sofia Patel, Liam Tanaka, Sofia Jones",India,2008-06-04,1962,PG-13,102 min,"Sci-Fi & Fantasy, Cult Movies, Children & Family Movies",A sample description for demonstration purposes.
s616,Movie,Sample Title 616,Olu Adeyemi,"Raj Lee, Sofia Kim, Raj Tanaka, Tom Silva, Wei Lopez",United Kingdom,1/12/2008,2005,PG,63 min,"Action & Adventure, Stand-Up Comedy",A sample description for demonstration purposes.
